id,genres,tag
1060.0,Comedy,1-coming of age-90s-funny-great dialogue-Heather Graham-Jon Favreau-Vince Vaughn-Heather Graham-vegas-Vince Vaughn-Heather Graham-Tumey's DVDs-Vince Vaughn-great dialogue-vegas-90s-great dialogue-Jon Favreau-Perfect timing-Vince Vaughn-Jon Favreau-coming of age-friendship-friendship of love-rated+AC0-R-vegas-great dialogue-Vince Vaughn-just broke up with a GF of 3.5 years.-Perfect timing-vegas-Perfect timing-90s-Los Angeles-90s-dated-just broke up with a GF of 3.5 years.-funny-Vince Vaughn-NO+AF8-FA+AF8-GANES-friendship-great dialogue-funny-coming of age-Heather Graham-na dysku-Doug Liman-90s-funny-great dialogue-Heather Graham-Los Angeles-Perfect timing
1061.0,Thriller,Bibliothek-Brad Pitt-excellent acting-lifelong-Robert De Niro-thrilling story-Brad Pitt-Brad Pitt-child abuse-Dustin Hoffman-Kevin Bacon-Minnie Driver-revenge-Robert De Niro-Terry Kinney-true story-vengeance-child abuse-emotional-revenge-thought+AC0-provoking-Brad Pitt-Robert De Niro-Tumey's DVDs-child abuse-innocence lost-Brad Pitt-Brad Pitt-revenge-vengeance-Brad Pitt-Robert De Niro-based on a true story-prison-emotional-revenge-true story-prison-revenge-vengeance-child abuse-prison-revenge-emotional-seen at the cinema-Dustin Hoffman-Kevin Bacon-Robert De Niro-child abuse-sexual abuse-ClearPlay-R-child abuse-prison-Brad Pitt-child abuse-Dustin Hoffman-Kevin Bacon-prison-revenge-Robert De Niro-true story-emotional-always watch it when it's on tv-Brad Pitt-Dustin Hoffman-Kevin Bacon-Robert De Niro-true story-CLV-true story-R-child abuse-always watch it when it's on tv-My movies-prison-true story-revenge-revenge-Brad Pitt-Kevin Bacon-sexual abuse-vengeance-Barry Levinson-Brad Pitt-Brad Pitt-Dustin Hoffman-emotional-Kevin Bacon-revenge-Robert De Niro-okay once
1068.0,Crime,bleak-grim-ominous-tense-visceral-noir thriller-noir thriller-noir thriller-noir thriller-noir thriller-noir thriller-noir thriller-noir thriller-noir thriller-noir thriller-anti+AC0-Semitism-noir thriller-noir thriller-BD+AC0-R-noir thriller-To See-noir thriller-should like-noir thriller-noir thriller-Edgar Award (Best Motion Picture)-Edward Dmytryk
1080.0,Comedy,satire-goofy-Monty Python-satire-satirical-Terry Gilliam-whimsical-Monty Python-satire-controversial-Monty Python-satire-british-british comedy-hilarious-mockumentary-monty python-nudity-parody-religion-sexual-Monty Python-Monty Python-parody-goofy-humorous-madcap-satirical-silly-whimsical-black comedy-funny-Funny as hell-Monty Python-satire-Monty Python-Monty Python-humor-Monty Python-religion-2.5-Monty Python-satire-satirical-Studied Latin?-British-Monty Python-satire-One of the best comedies i've ever seen extemelly and historically rich-Biblical-satire-british comedy-comedy-Monty Python-religion-Bible-Biblical-British-comedy-funny-hilarious-mockumentary-Monty Python-parody-religion-Roman empire-satire-Terry Gilliam-whimsical-Tumey's DVDs-Tumey's To See Again-jesus-religion-reluctant hero-satire-hilarious-mockumentary-Monty Python-satire-British-hilarious-mockumentary-Monty Python-parody-religion-satire-satirical-whimsical-black comedy-Christianity-Nudity (Full Frontal)-British-comedy-controversial-hilarious-mockumentary-Monty Python-satire-satirical-Terry Gilliam-Jesus-middle east-religion-John Cleese-Quoter-British-Monty Python-satire-Monty Python-parody-religion-satire-Terry Gilliam-comedy-Monty Python-ironic-sarcasm-comedy-hilarious-humorous-mockumentary-Monty Python-whimsical-montyPython-comedy-Monty Python-satire-whimsical-Monty Python-parody-satire-Terry Gilliam-Monty Python-Monty Python-banned movie-based on a book-based on a myth-Biblical-British-Christianity-controversial-goofy-imdb top 250-irreligion-irreverent-Jesus Christ-male nudity-Middle East-mockumentary-Monty Python-multiple roles-nudity (full frontal)-parody-religion-sacrilege-Monty Python-Terry Gilliam-Biblical-british comedy-controversial-Monty Python-satire-satire-satirical-hilarious-Monty Python-satire-Terry Gilliam-British-controversial-hilarious-Nudity (Full Frontal)-parody-Monty Python-satire-Funny as hell-Christianity-humorous-Middle East-Monty Python-parody-Quotable-religion-satire-British-Monty Python-satire-hilarious-parody-Biblical-Christianity-hilarious-parody-Nudity (Full Frontal)-black comedy-British-controversial-Monty Python-parody-quotable-religion-satire-Terry Gilliam-whimsical-satire-Terry Jones-controversial-satire-Terry Gilliam-whimsical-british-hilarious-religion-British-Monty Python-parody-satirical-Monty Python-religion:Xian-british comedy-comedy-Monty Python-satire-satirical-Terry Gilliam-Monty Python-religion-Biblical-black comedy-British-british comedy-controversial-Monty Python-satire-Bible-parody-religion-British-comedy-controversial-John Cleese-religion-satire-comedy-Graham Chapman-humor-Monty Python-Terry Gilliam-Terry Jones-satire-john cleese-hilarious-based on a book-Monty Python-satire-Monty Python-satire-Criterion-Betamax-VHS-British-Monty Python-Biblical-British-Monty Python-parody-katsomattomat-classic-controversial-hilarious-Monty Python-ridiculous-satire-silly-Monty Python-absurd-black comedy-British-british comedy-Monty Python-satire-Biblical-controversial-parody-satire-satire-Monty Python-controversial-mockumentary-Monty Python-quotable-reluctant hero-R-based on a myth-Monty Python-man..... sandals-Sandals-black comedy-Monty Python-satire-over+AC0-rated-worn+AC0-out-funny-Monty Python-satire-Terry Gilliam-British-comedy-humorous-mockumentary-Monty Python-parody-sacrilege-satire-satirical-whimsical-Monty Python-satire-Gilliam-very clever-controversial-Monty Python-quotable-satire-British-Monty Python-satire-hilarious-British-british comedy-controversial-mockumentary-Monty Python-satire-Terry Gilliam-absurd-RENT-TV-John Cleese-hilarious-parody-satire-black comedy-british comedy-Monty Python-parody-satire-British-comedy-Monty Python-quotable-British-parody-satire-controversial-hilarious-parody-satire-black comedy-historical-Monty Python-Nudity (Full Frontal)-parody-quotable-satire-satirical-religion-satire-Monty Python-imdb top 250-Monty Python-satire-based on a book-comedy-Monty Python-satirical-DVD-Monty Python-own-Biblical-British-Christianity-classic-comedy-controversial-funny-hilarious-humorous-imdb top 250-Middle East-mockumentary-Monty Python-Nudity (Full Frontal)-parody-religion-satirical-Terry Gilliam-whimsical-Watched-British-controversial-satire-British-british comedy-Monty Python-Criterion-Terry Jones-Monty Python
1084.0,Crime,Bibliothek-gangsters-violent-gangsters-classic-violent-to see: crime-1920s-based on a true story-Biography-biopic-classic-crime-gangsters-Gene Hackman-Oscar (Best Supporting Actress)-Oscar Winner-romance-classic-violent-Faye Dunaway-Warren Beatty-Faye Dunaway-gangsters-media-shocking-violent-viva violence-Warren Beatty-draggy-controversial-period piece-100 Greatest Movies-Gene Hackman-movie of its time-based on a true story-classic-1920s-biography-controversial-gangsters-Faye Dunaway-Gene Wilder-Warren Beatty-Biography-biopic-Biography-Gene Hackman-1920s-gangsters-1920s-Arthur Penn-based on a true story-biography-classic-crime-Faye Dunaway-gangsters-Oscar Winner-romance-Warren Beatty-Biography-classic-DVD+AC0-Video-biopic-Faye Dunaway-gangsters-Gene Hackman-outlaws-romance-violent-Warren Beatty-controversial-AFI +ACM-27-vhs-Oscar (Best Cinematography)-on computer-Beautiful Woman-car chase-National Film Registry-on dvr-on the road-See: Badlands-violent-Oscar (Best Cinematography)-Oscar (Best Supporting Actress)-viva violence-delivery boy-imdb top 250-Veja-AFI 100-AFI 100 (Movie Quotes)-AFI 100 (Thrills)-classic-Oscar (Best Cinematography)-Oscar (Best Supporting Actress)-satirical-stylized-Arthur Penn
1090.0,War,Charlie Sheen-Netflix Finland-Vietnam War-Best War Films-imdb top 250-Oliver Stone-Oscar (Best Directing)-Oscar (Best Editing)-Oscar (Best Picture)-Oscar (Best Sound)-btaege-Oliver Stone-US history-Vietnam War-Willem Dafoe-Tumey's DVDs-Drama-War-war-Willem Dafoe-Oliver Stone-Vietnam-Planes-severity of war-dvd+AC0-r-innocence lost-Oscar (Best Picture)-Vietnam War-military-horrors of war-Vietnam War-action-Oliver Stone-war-psychological-oliver stone-Vietnam War-willem dafoe-Forest Whitaker-Oliver Stone-Vietnam War-Forest Whitaker-Oliver Stone-Vietnam War-Willem Dafoe-John C. McGinley-Charlie Sheen-Oliver Stone-Willem Dafoe-anti+AC0-war-imdb top 250-narrated-Vietnam War-Vietnam War-Vietnam War-Best War Films-Vietnam War-Vietnam-Best War Films-Charlie Sheen-Forest Whitaker-horrors of war-Vietnam War-Willem Dafoe-Vietnam war-anti+AC0-war-R-rated+AC0-R-violence-war movie-action-Oliver Stone-war-Charlie Sheen-Forest Whitaker-Willem Dafoe-cameo:Oliver Stone-cinematographer:Robert Richardson-action-drama-Oliver Stone-USA-war-Vietnam-war movie-Oscar (Best Picture)-Charlie Sheen-horrors of war-imdb top 250-Oliver Stone-Oscar (Best Picture)-Oscar (Best Sound)-Vietnam War-70mm-DVD+AC0-Video-Charlie Sheen-Vietnam War-war-Willem Dafoe-vietnam-Bechdel Test:Fail-Vietnam War-best war film-AFI +ACM-83-BEST PICTURE-action-Oliver Stone-Vietnam War-war-history-psychological-Vietnam War-1960s-Charlie Sheen-Oliver Stone-Vietnam War-Bechdel Test:Fail-Forest Whitaker-horrors of war-Vietnam War-war-war-criticada-PITJOR QUE SES ALTRES DEL VIETNAM-Vietnam War-library-library vhs-memasa's movies-on dvr-horrors of war-the best of war movies-Oscar (Best Directing)-Oscar (Best Picture)-My movies-acting-psychological-Vietnam War-Vietnam War-war-1960s-70mm-Anamorphic Blow+AC0-Up-Oliver Stone-Oscar (Best Picture)-Vietnam-Vietnam War-Oscar (Best Picture)-imdb top 250-Oliver Stone-overrated-70mm-AFI 100-AFI 100 (Thrills)-Oscar (Best Directing)-Oscar (Best Editing)-Oscar (Best Picture)-Oscar (Best Sound)-Vietnam War-anti+AC0-war-Charlie Sheen-DIVX-Forest Whitaker-imdb top 250-Oliver Stone-Oscar (Best Directing)-Oscar (Best Editing)-Oscar (Best Picture)-Oscar (Best Sound)-psychological-Tom Berenger-Vietnam War-Willem Dafoe-own-seen more than once-Oliver Stone-Oscar (Best Picture)-vietnam-war-Want-Charlie Sheen-Oliver Stone-Oscar (Best Picture)-Vietnam War-willem defoe
1091.0,Comedy,comedy-funny-Gfei own it-Quirky and funny.-fun and cheap-ridiculousness-why god-dumb-funny-stupid-comedy-classic-funny-80's-Not worth it-goofy-Eric's Dvds-ghkmghk-plot revolves around troublesome dead body-stupid-comedy-gags-male-puerile-stupid-Betamax-CLV-80's-corpse-goofy-hitman-setup-silly-stupid-90s-catastrophe-catastrophe-Can't remember-McCray-Andrew McCarthy-silly fun-80's humor-One of the worst movies of all time-Comedy-DVD-Andrew McCarthy-Jonathan Silverman-Ted Kotcheff-dead dude-80's-80's humor-Andrew McCarthy-classic-comedy-funny-gags-Homestuck-Jonathan Silverman-male-ridiculousness-Terry Kiser
1111.0,Documentary,animals-insects-documentary-animals-beautifully filmed-documentary-bugs-nature-documentary-animals-beauty-insects-microworld-beautifully filmed-documentary-docventures-French-animal life-animals-documentary-documentary-beautifully filmed-beautifully filmed-cdon-Good Documentary-Great score-my shopping list-documentary-France-Good Documentary-animals-insects-DVD-Claude Nuridsany-Marie P+//0Aw//9AKk-rennou
1113.0,Comedy,Donald Petrie
1114.0,Crime,Christopher Walken-1930s
1120.0,Comedy,drama-Historical grit-3.5-etaege-biographical-freedom of expression-Milos Forman-Nudity (Full Frontal +AC0- Notable)-factual-Courtney Love-Woody Harrelson-comedy-drama-pornography-factual-Edward Norton-based on a true story-biography-censorship-history-nudity (full frontal)-pornography-biographical-drama-Nudity (Full Frontal +AC0- Notable)-Drama-Woody Harrelson-Nudity (Full Frontal +AC0- Notable)-okay once-biographical view-d-Nudity (Full Frontal +AC0- Notable)-partly seen-how world works-Edward Norton-how world works-pornography-very good-Woody Harrelson-CLV-freedom of expression-social commentary-drawn out-biopic-Katso Sanna+ACE--1990s-america-censorship-porn industry-In Netflix queue-Great. Surprise excellence from Mrs.Cobain-Avorrida-wheelchair-very good-Very interesting-Courtney Love-Edward Norton-Larry Flynt-Woody Harrelson-might like-freedom of expression-drama-biography-comedy-Edward Norton-Nudity (Full Frontal +AC0- Notable)-Courtney Love-Woody Harrelson-Edward Norton-pornography-Milos Forman
1122.0,Documentary,military-Texas
1123.0,Documentary,politics-theme:politics-PBS-politics-Virginia-politics-netflix-cinematographer:Nick Doob-consultants-David Van Taylor-election-independent film-PBS-politics-R.J. Cutler-Republicans-senators-Virginia-David Van Taylor-R.J. Cutler
1128.0,Horror,horror-Jamie Lee Curtis-John Carpenter-so bad it's funny-so bad it's funny-slow-remade-Betamax-DVD+AC0-Video-no kids-creepy-Hal Holbrook-Atmospheric-John Carpenter-Lighthouse-cinematography-ghost story-low budget-zombies
1133.0,Comedy,book editor-independent film-Aaron Speiser
1135.0,Comedy,Goldie Hawn-Women's Lib-Ellen Burstyn-Goldie Hawn-military-military recruits/training-military-CLV-Can't remember-AFI 100 (Laughs)-Howard Zieff
1143.0,Comedy,Raoul Ruiz
1144.0,Documentary,Susan Warms Dryfoos
1145.0,Documentary,Kurt Miller
1147.0,Documentary,Tumey's DVDs-Darrin-sports-boxing-Oscar (Best Documentary Feature)-sports-Inspiring-character based on real person:Muhammad Ali-sport:boxing-spike lee-boxing-In Netflix queue-boxing-Tag-vibrant-library-boxing-documentary-Muhammad Ali-spike lee-boxing-boxing-boxing-documentary-Muhammad Ali-documentary-own-Leon Gast-boxing-Muhammad Ali-Muhammad Ali-Quando eravamo re
1149.0,Documentary,Can't stand Godard+ACE--Can't stand Godard+ACE--Jean+AC0-Luc Godard
1161.0,War,Golden Palm-Oscar (Best Foreign Language Film)-disturbing-fanciful-quirky-satirical-dvd-disturbing-fanciful-Nazis-quirky-satirical-surreal-World War II-erlend's DVDs-Germany-literary adaptation-Nazis-World War II-banned movie-based on a book-controversial-drums-Germany-Nazis-nudity (full frontal)-World War II-Nudity (Full Frontal)-based on a book-Germany-literary adaptation-long-magical realism-Nazis-quirky-satirical-symbolism-literary adaptation-?adapted from:book-70mm-BD+AC0-R-Nazis-Oscar-Academy Award +AC0- Best Foreign Film-disturbing-literary adaptation-Volker Schl+//0Aw//9AIP//QDC//0Atg-ndorff-World War II-controversial-extraordinary-otherness-vertically challenged people-surreal-disturbing-Criterion-Volker Schl+//0Aw//9ALY-ndorff
1162.0,Comedy,biting-confrontational-irreverent-quirky-satirical-stylized-witty-jesus-Favorites-jesus-Criterion-CLV-DVD+AC0-Video-arthur lowe-Peter O'Toole-netflix-Criterion-Peter Medak
1167.0,Comedy,Greg Kinnear-Garry Marshall
1169.0,Documentary,Sundance Grand Jury Prize: Documentary 1991-Sundance award winner-Sundance Grand Jury Prize-Sundance Grand Jury Prize: Documentary-Sundance Grand Jury Prize: Documentary 1991-Minnesota-Oscar (Best Documentary Feature)-Barbara Kopple
1171.0,Comedy,politicians-mockumentary-corruption-mockumentary-politics-satire-politics-politics-DVD+AC0-Video-Special-mockumentary-campaign manager-politicians-want to see again-Best of Rotten Tomatoes: All Time-Tim Robbins-David Strathairn
1173.0,Comedy,Nudity (Topless +AC0- Notable)-black comedy-Helen Mirren-Drama-decadent-irreverent-lavish-satirical-sexual-stylized-talky-Beautiful use of color-Tumey's DVDs-stylized-nah-cannibalism-formulaic symmetry-cannibalism-erlend's DVDs-dark comedy-lavish-LOVERS ON THE LAM-Peter Greenaway-sexual-stylized-black comedy-cannibalism-nudity (full frontal)-Nudity (Full Frontal +AC0- Notable)-dark-fashion-jean paul gaultier-cannibalism-toilet humor-cannibalism-DVD+AC0-Video-film school-Drama2-NC+AC0-17-dark comedy-great soundtrack-Tim Roth-Peter Greenaway-ANTIGA-MOLT+AF8-CRITICADA-PALO CHICOTE PERO EN PELI-art house-Beautiful use of color-dark comedy-decadent-don't eat while watching-food/cooking?-irreverent-lavish-LOVERS ON THE LAM-male nudity-meaty-memasa's movies-Nudity (Full Frontal +AC0- Notable)-Nudity (Rear)-Nudity (Topless +AC0- Notable)-pigs-red-restaurant-See: Delicatessen-talky-To See-toilet humor-dark comedy-stylized-grotesque-Peter Greenaway-dark comedy-stylized-art house-black comedy-cannibalism-Helen Mirren-male nudity-Peter Greenaway
1177.0,Romance,gentle-humorous-lyrical-reflective-springlike-talky-Bob+ACo-ola-Alfred Molina-Italy-Italy-reviewed-Mike Newell
1178.0,War,military-angry-biting-bleak-cynical-disturbing-grim-ominous-anti+AC0-war-bad acting-based on a book-Best War Films-black and white-court-courtroom-Kirk Douglas-military-Stanley Kubrick-war-world war I-boring-Tumey's DVDs-military court-Stanley Kubrick-world war I-Stanley Kubrick-Best War Films-court-military-anti+AC0-war-Best War Films-bleak-cynical-disturbing-military-Stanley Kubrick-war-anti+AC0-war-cynical-disturbing-Stanley Kubrick-erlend's DVDs-Stanley Kubrick-based on a book-black and white-courtroom-grim-imdb top 250-military-military court-anti+AC0-war-cynical-military-Stanley Kubrick-world war I-Stanley Kubrick-Best War Films-court-court-military-Stanley Kubrick-BD+AC0-R-DVD+AC0-R-DVD+AC0-RAM-VHS-anti+AC0-war-bleak-cynical-disturbing-France-injustice-military-war-courtroom-France-imdb top 250-military-war-World War I-based on a book-black and white-Best War Films-Stanley Kubrick-Best War Films-bad acting-anti+AC0-war-Best War Films-biting-bleak-disturbing-military-Stanley Kubrick-war-atmosphere-bleak-cynical-morality-war-wwI-anti+AC0-war-cynical-disturbing-Kirk Douglas-Stanley Kubrick-Stanley Kubrick-military-National Film Registry-on dvr-war-FilmAffinity top pick-Best War Films-injustice-Kirk Douglas-trench warfare-war and politics-World War I-imdb top 250-Stanley Kubrick-bad acting-boring-overrated-Stanley Kubrick-anti+AC0-war-cynical-anti+AC0-war-Criterion-Stanley Kubrick-Best War Films-bleak-cynical-disturbing-ominous-bad acting-Stanley Kubrick
1179.0,Crime,Angelica Huston-Annette Bening-based on a book-John Cusack-dark-Crime-mobster-Angelica Huston-neo+AC0-noir-con men-neo+AC0-noir-neo+AC0-noir-scams-neo+AC0-noir-neo+AC0-noir-neo+AC0-noir-based on a book-con artists-nudity (full frontal)-scam-neo+AC0-noir-neo+AC0-noir-Nudity (Full Frontal)-Angelica Huston-Drama-John Cusack-neo+AC0-noir-100 Essential Female Performances-neo+AC0-noir-neo+AC0-noir-adapted from:book-crime-neo+AC0-noir-Angelica Huston-Annette Bening-John Cusack-CLV-girl friend-mother-neo+AC0-noir-Clever con+AC0-gaming-neo+AC0-noir-neo+AC0-noir-3-neo+AC0-noir-Best Performance:  Angelica Huston as Lilly Dillon-loved it-con artists-100 Essential Female Performances-con artists-crime-neo+AC0-noir-neo+AC0-noir-neo+AC0-noir-con men-neo+AC0-noir-Crime-100 Essential Female Performances-Edgar Award (Best Motion Picture)-neo+AC0-noir-neo+AC0-noir-caper-Dramatic-Stephen Frears-new  nior-con men-John Cusack
1180.0,Comedy,irsh-Irish-Tara Fitzgerald-Peter Chelsom
1184.0,Comedy,Oscar (Best Foreign Language Film)-stranded-nan-stranded-insularity-island-light-Nudity (Topless)-PROSTITUTES-smoking-soldier-wartime-WOMEN DURING WARTIME-Gabriele Salvatores
1189.0,Documentary,Errol Morris-Errol Morris-movie to see-corruption-police-police corruption-racism-small town-Texas-wrongly accused-In Netflix queue-police-VHS-murder investigation-police-National Film Registry-Netflix Finland-1980-1980-Errol Morris-wrongly accused-Edgar Award (Best Motion Picture)-Criterion-Errol Morris
1192.0,Documentary,documentary-lgbt-sad-transgender-documentary-lgbt-prostitution-queer-transgender-vogue+AC0-ing-Sundance award winner-Sundance Grand Jury Prize-Sundance Grand Jury Prize: Documentary-Sundance Grand Jury Prize: Documentary 1991-documentary-lgbt-prostitution-queer-vogue+AC0-ing-queer-lgbt-queer-transgender-Teddy Award-Jennie Livingston-documentary-lgbt-prostitution-queer-sad-transgender
1194.0,Comedy,weed-Cheech Marin-Funniest Movies-hippie-inane-stoner comedy-Tommy Chong-weed-drugs-hilarious-inane-purile-stoner comedy-Nudity (Topless)-marijuana-weed-weed-marijuana-Betamax-drugs-hippie-puff away-marijuana-hippie-marijuana-stoner comedy-Cheech Marin-Marijuana-Tommy Chong-drugs-Funniest Movies
1202.0,Comedy,bleak-irreverent-quirky-talky-wistful-witty-wry-black comedy-black comedy-bleak-drugs-Social class-wry-black comedy-drugs-quoteable-Tumey's DVDs-drugs-bleak-British-cult film-dark comedy-quotable-cult film-dark comedy-drugs-erlend's DVDs-bleak-boring-overrated-cult film-R-drunkenness-black comedy-bleak-cult film-quotable-talky-black comedy-drugs-witty-drugs-quirky-BFI modern classic-black comedy-wry-quotable-black comedy-Criterion-BD+AC0-R-black comedy-bleak-British-Criterion-cult film-dark comedy-drugs-drunkenness-irreverent-quirky-quotable-Richard Griffiths-talky-wistful-wry-1960s-drugs-England-black comedy-British-black comedy-Englishness-quoteable-Social class-wistful-wry-British-cult film-dark comedy-boys behaving badly-Bruce Robinson-Criterion
